algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
bubble_sort,random,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,930,41
64,0.0,3906,89
96,781.25,8930,137
128,0.0,16002,184
160,1562.5,25122,232
192,2343.75,36290,280
224,3125.0,49506,328
256,781.25,64770,376
288,0.0,82082,422
320,3125.0,101442,471
352,0.0,122850,519
384,5468.75,146306,567
416,6250.0,171810,615
448,8593.75,199362,663
480,7031.25,228962,710
512,10937.5,260610,758


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,random,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,264,264
64,0.0,1035,1035
96,781.25,2288,2288
128,781.25,4147,4147
160,781.25,6441,6441
192,781.25,9329,9329
224,2343.75,12639,12639
256,2343.75,16342,16342
288,2343.75,21101,21101
320,3125.0,25472,25472
352,3906.25,31020,31020
384,5468.75,36587,36587
416,7031.25,42929,42929
448,7031.25,50542,50542
480,7031.25,57766,57766
512,9375.0,65609,65609


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,almost-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,304,304
64,0.0,1201,1201
96,0.0,2587,2587
128,781.25,4802,4802
160,0.0,7619,7619
192,0.0,10664,10664
224,0.0,14600,14600
256,0.0,18561,18561
288,0.0,23833,23833
320,781.25,29182,29182
352,0.0,35283,35283
384,781.25,41905,41905
416,781.25,48994,48994
448,0.0,57264,57264
480,0.0,65713,65713
512,781.25,73762,73762


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,reverse-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,750,750
64,781.25,3017,3017
96,781.25,6937,6937
128,781.25,12204,12204
160,1562.5,19179,19179
192,3906.25,27488,27488
224,0.0,37428,37428
256,4687.5,49275,49275
288,6250.0,61988,61988
320,6250.0,76810,76810
352,7812.5,93070,93070
384,16406.25,110466,110466
416,12500.0,129639,129639
448,14062.5,150424,150424
480,14062.5,172638,172638
512,18750.0,196716,196716


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge_sort,random,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,122,160
64,0.0,305,384
96,781.25,512,640
128,0.0,735,896
160,0.0,977,1184
192,0.0,1218,1472
224,781.25,1473,1760
256,781.25,1729,2048
288,781.25,1995,2368
320,781.25,2265,2688
352,781.25,2542,3008
384,781.25,2823,3328
416,781.25,3099,3648
448,781.25,3387,3968
480,1562.5,3674,4288
512,781.25,3963,4608


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge_sort,almost-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,210,320
64,0.0,544,768
96,0.0,934,1280
128,0.0,1318,1792
160,0.0,1795,2368
192,781.25,2256,2944
224,781.25,2731,3520
256,781.25,3173,4096
288,0.0,3701,4736
320,0.0,4239,5376
352,2343.75,4792,6016
384,1562.5,5268,6656
416,781.25,5805,7296
448,781.25,6312,7936
480,0.0,6838,8576
512,781.25,7333,9216


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge_sort,reverse-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,201,320
64,0.0,496,768
96,0.0,818,1280
128,0.0,1184,1792
160,781.25,1535,2368
192,0.0,1923,2944
224,781.25,2321,3520
256,781.25,2748,4096
288,1562.5,3135,4736
320,781.25,3548,5376
352,781.25,3967,6016
384,781.25,4421,6656
416,781.25,4852,7296
448,1562.5,5308,7936
480,1562.5,5772,8576
512,0.0,6268,9216


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,random,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,0,0
64,781.25,0,0
96,0.0,0,0
128,0.0,0,0
160,0.0,0,0
192,0.0,0,0
224,0.0,0,0
256,781.25,0,0
288,0.0,0,0
320,781.25,0,0
352,0.0,0,0
384,781.25,0,0
416,0.0,0,0
448,781.25,0,0
480,0.0,0,0
512,781.25,0,0


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,almost-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,0,0
64,0.0,0,0
96,781.25,0,0
128,0.0,0,0
160,781.25,0,0
192,0.0,0,0
224,781.25,0,0
256,0.0,0,0
288,781.25,0,0
320,781.25,0,0
352,781.25,0,0
384,781.25,0,0
416,1562.5,0,0
448,781.25,0,0
480,781.25,0,0
512,1562.5,0,0


algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,reverse-sorted,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,0,0
64,0.0,0,0
96,0.0,0,0
128,0.0,0,0
160,0.0,0,0
192,781.25,0,0
224,1562.5,0,0
256,1562.5,0,0
288,2343.75,0,0
320,2343.75,0,0
352,2343.75,0,0
384,3125.0,0,0
416,3906.25,0,0
448,4687.5,0,0
480,3906.25,0,0
512,7031.25,0,0
