algorithm,MIN_SIZE,MAX_SIZE,TRIALS
bubble_sort,32,512,20

size,avg_time,avg_comps,avg_swaps
32,0.0,465,26
64,0.0,2418,84
96,0.0,6883,174
128,781.25,14884,296
160,781.25,27445,449
192,781.25,45590,635
224,1562.5,70343,851
256,781.25,102728,1099
288,2343.75,143769,1381
320,2343.75,194490,1693
352,3906.25,255915,2038
384,3125.0,329068,2414
416,5468.75,414973,2823
448,6250.0,514654,3263
480,7031.25,629135,3735
512,7812.5,759440,4239
